FID,the_geom,FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,COUNTRY,STATE,LAT_DD,LON_DD,LOC_ACCY,ON_OFF_LOC,DISC_YR,FIELD_TYPE,SIZE_CLASS,EUR_MMBOE,RSVS_MMBOE,EURO_MMBO,EURG_TCFG,EURC_MMBO,HL10_MMBOE,HL20_MMBOE,HL50_MMBOE,PRV_USGS_C,PRV_USGS_N,BSN_TELL_C,BSN_TELL_N,BSN_BALLY,RSVR_NAME,RSVR_LITH1,RSVR_LITH2,ERA,SYSTEM,SERIES,STAGE,AGE_CODE,RSVR_DEPFT,RSVR_DEPKM,TRAP_CLASS,TRAP_TYPE,TRAP_DESC,REFERENCES,COMMENTS
giant_oil_and_gas_fields_of_the_world_co_yxz.56,POINT (72 19.316667),54,"Bassein, North",,G,ASIA AND OCEANIA,India,,19.316667,72,B,Offshore,1976,Oil,Giant,550,220.185,550,-99999.99,-99999.99,79.006,208.454,373.097,8043,Bombay,BS000000028,MUMBAI - SAURASHTRA,TYPE 2,,CARBONATE,limestone,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,5700,1.74,Structural,Anticline,,"2, 290",
giant_oil_and_gas_fields_of_the_world_co_yxz.57,POINT (47.403581 32.369903),55,Abu Ghirab,,E,MIDDLE EAST,Iraq,,32.369903,47.403581,A,Onshore,1971,Oil,Giant,1135.333,398.592,1040,0.572,-99999.99,115.328,361.851,718.598,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,9810,2.99,Structural,Anticline,,"2, 3, 38, 667, 668",
giant_oil_and_gas_fields_of_the_world_co_yxz.58,POINT (48.644081 32.661925),56,Lab-E-Safid,,E,MIDDLE EAST,Iran,,32.661925,48.644081,A,Onshore,1969,Oil,Giant,990.907,330.78,508,2.897,-99999.99,87.63,294.674,610.037,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,4800,1.46,Structural,Anticline,,"2, 3, 658, 659, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.59,POINT (49.396658 31.04165),57,Marun,,E,MIDDLE EAST,Iran,,31.04165,49.396658,A,Onshore,1964,Oil,Supergiant,34508.102,10203.208,21962,75.277,-99999.99,2158.026,8629.565,19822.034,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,7200,2.2,Structural,Anticline,,"1, 2, 3, 38, 179, 645, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.60,POINT (44.569606 35.125197),58,Jambur,,E,MIDDLE EAST,Iraq,,35.125197,44.569606,A,Onshore,1954,Oil,Giant,4633.333,1093.758,3100,9.2,-99999.99,144.898,819.367,2317.008,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,dolomitic limestone,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,4200,1.28,Structural,Anticline,,"2, 3, 38, 673, 667, 949",
giant_oil_and_gas_fields_of_the_world_co_yxz.61,POINT (43.981506 34.876244),59,Ajil,Previously Saddam,E,MIDDLE EAST,Iraq,,34.876244,43.981506,A,Onshore,1978,Oil,Giant,916.667,387.637,750,1,-99999.99,151.251,372.354,639.306,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 1,,CARBONATE,limestone,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,2408,0.73,Structural,Anticline,,"3, 689, 690, 883, 1145",
giant_oil_and_gas_fields_of_the_world_co_yxz.62,POINT (44.038869 35.663097),60,Bai Hassan,,E,MIDDLE EAST,Iraq,,35.663097,44.038869,A,Onshore,1953,Oil,Giant,2266.667,523.743,2200,0.4,-99999.99,66.139,387.19,1117.898,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,limestone,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,1750,0.53,Structural,Anticline,,"1, 2, 3, 38, 674, 675, 883, 949",
giant_oil_and_gas_fields_of_the_world_co_yxz.63,POINT (47.4833 31.66531),61,Halfayah,,E,MIDDLE EAST,Iraq,,31.66531,47.4833,B,Onshore,1976,Oil,Giant,4726.667,1892.261,4610,0.7,-99999.99,678.969,1791.441,3206.372,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 2,,CARBONATE,limestone,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,2408,0.73,Structural,Anticline,,"2, 3, 678, 679, 883, 1145",
giant_oil_and_gas_fields_of_the_world_co_yxz.64,POINT (44.213931 35.465267),62,Khabbaz,,E,MIDDLE EAST,Iraq,,35.465267,44.213931,A,Onshore,1985,Oil,Giant,2500,1295.17,2000,3,-99999.99,670.046,1294.262,1921.201,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,limestone,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,-99999.99,-99999.99,Structural,Anticline,,"3, 38, 77, 949",
giant_oil_and_gas_fields_of_the_world_co_yxz.65,POINT (50.382192 30.195278),63,Bibi Hakimeh,,E,MIDDLE EAST,Iran,,30.195278,50.382192,A,Onshore,1961,Oil,Supergiant,7595.318,2094.293,5670.6,11.548,-99999.99,385.826,1711.863,4185.19,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,limestone,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,1100,0.34,Structural,Anticline,,"1, 2, 3, 38, 62, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.66,POINT (50.80627 30.22009),64,Gachsaran,,E,MIDDLE EAST,Iran,,30.22009,50.80627,B,Onshore,1928,Oil,Supergiant,21430.025,3041.334,16246.5,31.101,-99999.99,110.581,1539.4,7474.02,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,limestone,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,425,0.13,Structural,Anticline,,"1, 2, 3, 62, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.67,POINT (49.26333 31.66889),65,Naft Safid,,E,MIDDLE EAST,Iran,,31.66889,49.26333,B,Onshore,1938,Oil,Giant,1303.382,222.666,667.1,3.818,-99999.99,13.449,132.399,522.151,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,limestone,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,2400,0.73,Structural,Anticline,,"1, 2, 3, 38, 179, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.68,POINT (51.297853 29.488281),66,Nargesi,,E,MIDDLE EAST,Iran,,29.488281,51.297853,A,Onshore,1980,Oil,Giant,500,223.652,500,-99999.99,-99999.99,94.766,217.676,358.514,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,limestone,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,-99999.99,-99999.99,Structural,Anticline,,"3, 38, 61, 62",
giant_oil_and_gas_fields_of_the_world_co_yxz.69,POINT (49.268169 31.994664),67,Masjid-i-Sulemain,,E,MIDDLE EAST,Iran,,31.994664,49.268169,A,Onshore,1908,Oil,Giant,1469,147.655,1329,0.84,-99999.99,1.896,52.77,388.3,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,1600,0.49,Structural,Anticline,,"1, 2, 38, 645, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.70,POINT (44.09711 35.700567),68,Kirkuk,,E,MIDDLE EAST,Iraq,,35.700567,44.09711,B,Onshore,1927,Oil,Supergiant,26370,3675.674,25000,8.22,-99999.99,126.961,1829.746,9070.315,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,2800,0.85,Structural,Anticline,,"1, 2, 681, 682, 883, 949",
giant_oil_and_gas_fields_of_the_world_co_yxz.71,POINT (21.40278 28.68667),69,Gialo,Jalu,F,AFRICA,Libya,,28.68667,21.40278,A,Onshore,1961,Oil,Giant,1135.473,313.089,1087.14,0.29,-99999.99,57.68,255.917,625.671,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,,CARBONATE,limestone,Cenozoic,Paleogene,Eocene,,CZ_PG_EOC,2750,0.84,Structural,Anticline,,"1, 2, 3, 38, 475, 481",
giant_oil_and_gas_fields_of_the_world_co_yxz.72,POINT (12.50614 33.90364),70,Bouri,NC041-B,F,AFRICA,Libya,,33.90364,12.50614,B,Offshore,1977,Oil,Giant,532.6,219.103,532.6,-99999.99,-99999.99,81.996,208.976,366.336,2048,Pelagian Basin,BS000000011,PELAGIAN,TYPE 1,,CARBONATE,,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,7750,2.36,Structural,Anticline,,"2, 3, 38, 619",
giant_oil_and_gas_fields_of_the_world_co_yxz.73,POINT (19.769944 28.912897),71,Nasser,Originally Zelten,F,AFRICA,Libya,,28.912897,19.769944,A,Onshore,1959,Oil,Giant,631.667,166.439,515,0.7,0,27.934,132.836,338.547,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,,CARBONATE,limestone,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,4975,1.52,Structural,Anticline,,"1, 2, 3, 38, 476, 484",
giant_oil_and_gas_fields_of_the_world_co_yxz.74,POINT (19.898708 28.05975),72,Defa,Daffah,F,AFRICA,Libya,,28.05975,19.898708,A,Onshore,1960,Oil,Giant,1096.62,295.555,1096.62,-99999.99,-99999.99,51.976,238.743,595.945,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,,CARBONATE,argillaceous limestone,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,4700,1.43,Structural,Anticline,,"1, 2, 3, 38, 482",
giant_oil_and_gas_fields_of_the_world_co_yxz.75,POINT (3.2 56.433333),73,Eldfisk,,C,WESTERN EUROPE,Norway,,56.433333,3.2,B,Offshore,1970,Oil,Giant,1002,342.975,502,3,-99999.99,94.969,308.479,625.476,4025,North Sea Graben,BS000000488,CENTRAL GRABEN,TYPE 1,,CARBONATE,,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,9000,2.74,Structural,Anticline,,"2, 38, 89",
giant_oil_and_gas_fields_of_the_world_co_yxz.76,POINT (17.550275 29.789828),74,Bahi,,F,AFRICA,Libya,,29.789828,17.550275,A,Onshore,1958,Oil,Giant,600,154.595,600,-99999.99,-99999.99,24.758,121.879,317.148,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,,CARBONATE,,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,6000,1.83,Structural,Anticline,,"2, 38, 482, 485, 486",
giant_oil_and_gas_fields_of_the_world_co_yxz.77,POINT (19.921503 28.298611),75,Waha,,F,AFRICA,Libya,,28.298611,19.921503,A,Onshore,1960,Oil,Giant,1400,377.32,1400,-99999.99,-99999.99,66.356,304.791,760.813,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,,CARBONATE,,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,6600,2.01,Structural,Anticline,,"1, 2, 38, 478",
giant_oil_and_gas_fields_of_the_world_co_yxz.78,POINT (19.016917 28.362322),76,Beda,,F,AFRICA,Libya,,28.362322,19.016917,A,Onshore,1959,Oil,Giant,732.107,192.904,703.16,0.174,-99999.99,32.376,153.957,392.378,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,,CARBONATE,limestone,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,3310,1.01,Structural,Anticline,,"3, 38, 482",
giant_oil_and_gas_fields_of_the_world_co_yxz.79,POINT (53.84903 22.93675),77,Shah,"With Asab, replaces Abu Jidu",E,MIDDLE EAST,UAE,UAE - Abu Dhabi,22.93675,53.84903,A,Onshore,1966,Oil,Giant,900,279.124,900,-99999.99,-99999.99,64.65,241.216,531.506,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,,CARBONATE,,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,3650,1.11,Structural,Anticline,,"2, 3, 38, 625, 1145",
giant_oil_and_gas_fields_of_the_world_co_yxz.80,POINT (43.6 33.45),78,"Baghdad, West",,E,MIDDLE EAST,Iraq,,33.45,43.6,B,Onshore,1958,Oil,Giant,1023.333,263.67,1000,0.14,-99999.99,42.225,207.872,540.914,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,CARBONATE,dolomitic limestone,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,2385,0.73,Structural,Anticline,,"3, 669, 672",
giant_oil_and_gas_fields_of_the_world_co_yxz.81,POINT (42.13333 36.93333),79,Suwaidiyah,Souedie,E,MIDDLE EAST,Syria,,36.93333,42.13333,B,Onshore,1959,Oil,Giant,753.433,198.523,707.83,0.256,3,33.319,158.442,403.808,2030,Zagros Fold Belt,BS000000035,SOUTHEAST TURKEY FOLDBELT,TYPE 1,,CARBONATE,dolomitic limestone,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,4429,1.35,Structural,Anticline,,"2, 3, 38, 821, 822",
giant_oil_and_gas_fields_of_the_world_co_yxz.82,POINT (21.4302 29.186744),80,Augila-Nafoora,,F,AFRICA,Libya,,29.186744,21.4302,A,Onshore,1956,Oil,Giant,1083.5,267.113,833.5,1.5,-99999.99,38.922,205.357,557.059,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,,CARBONATE,limestone,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,8250,2.52,Structural,Anticline,,"1, 2, 3, 38, 483",
giant_oil_and_gas_fields_of_the_world_co_yxz.83,POINT (49.61814 28.25272),81,Lawhah,,E,MIDDLE EAST,Saudi Arabia,,28.25272,49.61814,B,Offshore,1975,Oil,Giant,1283.333,500.136,1200,0.5,-99999.99,172.004,469.828,858.577,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,CARBONATE,limestone,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,5000,1.52,Structural,Anticline,,"2, 3, 660",
giant_oil_and_gas_fields_of_the_world_co_yxz.84,POINT (45.66667 32.46667),82,Ahdab,,E,MIDDLE EAST,Iraq,,32.46667,45.66667,B,Onshore,1979,Oil,Giant,516.667,224.668,500,0.1,-99999.99,91.368,217.272,365.365,2024,Mesopotamian Foredeep Basin,BS000000039,ZAGROS FOLDBELT,TYPE 1,,CARBONATE,limestone,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,8038,2.45,Structural,Anticline,,"3, 669, 670",
giant_oil_and_gas_fields_of_the_world_co_yxz.85,POINT (48.496725 31.216519),83,Ab-E-Teimur,Ab-Teymour,E,MIDDLE EAST,Iran,,31.216519,48.496725,A,Onshore,1968,Oil,Giant,2600,846.669,2600,-99999.99,-99999.99,214.534,746.852,1578.621,2024,Mesopotamian Foredeep Basin,BS000000039,ZAGROS FOLDBELT,TYPE 2,"Ilam ls, Sarvak ls",CARBONATE,limestone,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,10700,3.26,Structural,Anticline,,"2, 3, 38, 667, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.86,POINT (54.433333 25.6),84,Fateh,,E,MIDDLE EAST,UAE,UAE - Dubai,25.6,54.433333,B,Offshore,1966,Oil,Giant,3900,1209.539,3900,-99999.99,-99999.99,280.152,1045.271,2303.193,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,,CARBONATE,,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,7906,2.41,Structural,Anticline,,"2, 60, 1145",
giant_oil_and_gas_fields_of_the_world_co_yxz.87,POINT (47.497981 30.394825),85,Tuba,,E,MIDDLE EAST,Iraq,,30.394825,47.497981,A,Onshore,1959,Oil,Giant,1588.333,418.513,1530,0.35,-99999.99,70.242,334.017,851.28,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,CARBONATE,dolomite,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,7585,2.31,Structural,Anticline,,"2, 3, 38, 692, 883, 1145",
giant_oil_and_gas_fields_of_the_world_co_yxz.88,POINT (47.624975 31.035483),86,Majnoon,,E,MIDDLE EAST,Iraq,,31.035483,47.624975,A,Onshore,1977,Oil,Supergiant,14833.333,13000,13000,11,-99999.99,13000,13000,13000,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 2,,CARBONATE,limestone,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,7874,2.4,Structural,Anticline,,"2, 3,  685, 883, 1187",
giant_oil_and_gas_fields_of_the_world_co_yxz.89,POINT (46.01106 31.32323),87,Nasiryah,,E,MIDDLE EAST,Iraq,,31.32323,46.01106,B,Onshore,1978,Oil,Giant,2620,1107.938,2620,-99999.99,-99999.99,432.304,1064.254,1827.254,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,CARBONATE,limestone,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,6516,1.99,Structural,Anticline,,"3, 687, 883, 1145",
giant_oil_and_gas_fields_of_the_world_co_yxz.90,POINT (47.0985 30.563989),88,Ratawi,,E,MIDDLE EAST,Iraq,,30.563989,47.0985,A,Onshore,1950,Oil,Giant,3246.667,704.267,3130,0.7,-99999.99,76.952,499.838,1536.011,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,CARBONATE,limestone,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,7018,2.14,Structural,Anticline,,"3, 688, 1145",
giant_oil_and_gas_fields_of_the_world_co_yxz.91,POINT (48.00607 32.21974),89,Shakeh,,E,MIDDLE EAST,Iran,,32.21974,48.00607,B,Onshore,1978,Oil,Giant,550,232.582,550,-99999.99,-99999.99,90.751,223.412,383.584,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,limestone,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,15420,4.7,Structural,Anticline,,"3, 38",
giant_oil_and_gas_fields_of_the_world_co_yxz.92,POINT (-93.481944 17.667169),90,Giraldas,,A,NORTH AMERICA,Mexico,Mexico - Tabasco,17.667169,-93.481944,A,Onshore,1977,Oil,Giant,681.767,280.467,435.2,1.479,-99999.99,104.961,267.505,468.937,5305,Villahermosa Uplift,BS000000264,SALINAS - SURESTE,TYPE 2,,CARBONATE,calcarenite,Mesozoic,Cretaceous,,,MZ_CT,13944,4.25,Structural,Anticline,,"3, 82, 434",
giant_oil_and_gas_fields_of_the_world_co_yxz.93,POINT (52.983333 24.566667),91,Bu Tini,,E,MIDDLE EAST,UAE,UAE - Abu Dhabi,24.566667,52.983333,B,Offshore,1980,Oil,Giant,1000,447.304,1000,-99999.99,-99999.99,189.532,435.352,717.028,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,,CARBONATE,,Mesozoic,Cretaceous,,,MZ_CT,11000,3.35,Structural,Anticline,,"2, 69, 786",
giant_oil_and_gas_fields_of_the_world_co_yxz.94,POINT (55 22.666667),92,Qusahwira,,E,MIDDLE EAST,UAE,UAE - Abu Dhabi,22.666667,55,B,Onshore,1976,Oil,Giant,700,280.236,700,-99999.99,-99999.99,100.553,265.305,474.851,2019,Rub Al Khali Basin,BS000000033,RUB AL KHALI,TYPE 1,,CARBONATE,,Mesozoic,Cretaceous,,,MZ_CT,7000,2.13,Structural,Anticline,,"2, 60, 831",
giant_oil_and_gas_fields_of_the_world_co_yxz.95,POINT (-97.266667 22.233333),93,Arenque,,A,NORTH AMERICA,Mexico,Mexico - Veracruz,22.233333,-97.266667,B,Onshore,1966,Oil,Giant,1000,310.138,1000,-99999.99,-99999.99,71.834,268.018,590.562,5301,Tampico-Misantla Basin,BS000000267,TAMPICO,TYPE 2,,CARBONATE,,Mesozoic,Cretaceous,,,MZ_CT,3700,1.13,Structural,Anticline,,"1, 435, 968",
giant_oil_and_gas_fields_of_the_world_co_yxz.96,POINT (-97.386816 20.492407),94,Poza Rica,,A,NORTH AMERICA,Mexico,Mexico - Veracruz,20.492407,-97.386816,A,Onshore,1930,Oil,Giant,2000,294.322,2000,-99999.99,-99999.99,11.854,153.977,717.134,5301,Tampico-Misantla Basin,BS000000267,TAMPICO,TYPE 2,,CARBONATE,,Mesozoic,Cretaceous,,,MZ_CT,7100,2.16,Structural,Anticline,,"1, 2, 338, 435, 965, 966",
giant_oil_and_gas_fields_of_the_world_co_yxz.97,POINT (72.887586 62.440189),95,Zapadno Surgutskoye,Surgut,D,EASTERN EUROPE AND FORMER USSR,Russia,,62.440189,72.887586,A,Onshore,1962,Oil,Giant,2000,564.324,2000,-99999.99,-99999.99,108.886,466.661,1117.425,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,CARBONATE,,Mesozoic,Cretaceous,,,MZ_CT,7625,2.32,Structural,Anticline,,"1, 2, 467, 124, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.98,POINT (19.169653 28.163961),96,Samah,,F,AFRICA,Libya,,28.163961,19.169653,A,Onshore,1962,Oil,Giant,500,141.081,500,-99999.99,-99999.99,27.222,116.665,279.356,2043,Sirte Basin,BS000000014,SIRTE,TYPE 1,,CARBONATE,,Mesozoic,Cretaceous,,,MZ_CT,9000,2.74,Structural,Anticline,,"1, 2, 487",
giant_oil_and_gas_fields_of_the_world_co_yxz.99,POINT (49.535247 31.438422),97,Haft Kel,,E,MIDDLE EAST,Iran,,31.438422,49.535247,B,Onshore,1926,Oil,Giant,1946,266.437,1946,-99999.99,-99999.99,8.742,130.429,660.14,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,,Mesozoic,Cretaceous,,,MZ_CT,3500,1.07,Structural,Anticline,,"1, 2, 652, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.100,POINT (49.282667000000004 31.320773),98,Kupal,,E,MIDDLE EAST,Iran,,31.320773,49.282667,A,Onshore,1965,Oil,Giant,3213.333,972.942,2131.8,6.489,-99999.99,215.371,831.902,1871.553,2030,Zagros Fold Belt,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,,Mesozoic,Cretaceous,,,MZ_CT,13425,4.09,Structural,Anticline,,"2, 3, 656, 657, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.101,POINT (-92.95 17.76389),99,Agave,,A,NORTH AMERICA,Mexico,Mexico - Tabasco,17.76389,-92.95,B,Onshore,1976,Oil,Giant,1686.967,675.356,876.4,4.863,-99999.99,242.327,639.373,1144.367,5305,Villahermosa Uplift,BS000000264,SALINAS - SURESTE,TYPE 2,,CARBONATE,dolomitic limestone,Mesozoic,Cretaceous,,,MZ_CT,12041,3.67,Structural,Anticline,,"2, 3, 82",
giant_oil_and_gas_fields_of_the_world_co_yxz.102,POINT (48.91667 28.83333),100,Hout,,E,MIDDLE EAST,Divided Neutral Zone: Kuwait/Saudi Arabia,,28.83333,48.91667,B,Offshore,1963,Oil,Giant,832.078,240.309,541.03,1.746,-99999.99,48.552,200.994,471.381,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,CARBONATE,dolomitic limestone,Mesozoic,Cretaceous,,,MZ_CT,5500,1.68,Structural,Anticline,,"1, 3, 706, 950",
giant_oil_and_gas_fields_of_the_world_co_yxz.103,POINT (49.75 27.96667),101,Harqus,,E,MIDDLE EAST,Saudi Arabia,,27.96667,49.75,B,Offshore,1978,Oil,Giant,1000,422.877,1000,-99999.99,-99999.99,165.002,406.204,697.425,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,CARBONATE,limestone,Mesozoic,Cretaceous,,,MZ_CT,7000,2.13,Structural,Anticline,,"3, 64",
giant_oil_and_gas_fields_of_the_world_co_yxz.104,POINT (50.00319 28.16225),102,Hasbah,,E,MIDDLE EAST,Saudi Arabia,,28.16225,50.00319,B,Offshore,1976,Oil,Giant,1883.333,753.969,1800,0.5,-99999.99,270.534,713.797,1277.574,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,CARBONATE,limestone,Mesozoic,Cretaceous,,,MZ_CT,7000,2.13,Structural,Anticline,,"3, 799",
giant_oil_and_gas_fields_of_the_world_co_yxz.105,POINT (44.73917 43.52917),103,Malgobek Voznesenskoye,"Aliyurt, Alkhazovo, Gorskoye",D,EASTERN EUROPE AND FORMER USSR,Russia,,43.52917,44.73917,B,Onshore,1915,Oil,Giant,634.9,71.773,634.9,-99999.99,-99999.99,1.331,29.067,184.921,1109,Middle Caspian Basin,BS000000213,NORTH CAUCASUS,TYPE 1,,CARBONATE,limestone,Mesozoic,Cretaceous,,,MZ_CT,8530,2.6,Structural,Anticline,,"1, 2, 3, 38, 750",
giant_oil_and_gas_fields_of_the_world_co_yxz.106,POINT (48.29167 30.73333),104,Darquain,,E,MIDDLE EAST,Iran,,30.73333,48.29167,B,Onshore,1965,Oil,Giant,3169.533,959.68,2772.2,2.384,-99999.99,212.436,820.562,1846.043,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 2,,CARBONATE,limestone,Mesozoic,Cretaceous,,,MZ_CT,13310,4.06,Structural,Anticline,,"3, 648, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.107,POINT (48.283333 31.133333),105,Jufeyr,,E,MIDDLE EAST,Iran,,31.133333,48.283333,B,Onshore,1978,Oil,Giant,500,211.438,500,-99999.99,-99999.99,82.501,203.102,348.713,2024,Mesopotamian Foredeep Basin,BS000000039,ZAGROS FOLDBELT,TYPE 2,,CARBONATE,limestone,Mesozoic,Cretaceous,,,MZ_CT,14609,4.45,Structural,Anticline,,"3, 38, 64, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.108,POINT (50.2535 29.19287),106,Kharg Island-Doroud,Formerly Darius,E,MIDDLE EAST,Iran,,29.19287,50.2535,B,Offshore,1961,Oil,Giant,4079.333,1124.814,2908.5,7.025,-99999.99,207.222,919.416,2247.804,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 2,,CARBONATE,limestone,Mesozoic,Cretaceous,,,MZ_CT,10600,3.23,Structural,Anticline,,"1, 2, 3, 61, 179, 1094",
giant_oil_and_gas_fields_of_the_world_co_yxz.109,POINT (48.91667 28.53333),107,Khafji,,E,MIDDLE EAST,Divided Neutral Zone: Kuwait/Saudi Arabia,,28.53333,48.91667,B,Offshore,1959,Oil,Supergiant,8814.913,2322.656,8646,1.013,-99999.99,389.826,1853.721,4724.421,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,CARBONATE,limestone,Mesozoic,Cretaceous,,,MZ_CT,3900,1.19,Structural,Anticline,,"3, 715, 716, 717, 950",
