FID,the_geom,FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,COUNTRY,STATE,LAT_DD,LON_DD,LOC_ACCY,ON_OFF_LOC,DISC_YR,FIELD_TYPE,SIZE_CLASS,EUR_MMBOE,RSVS_MMBOE,EURO_MMBO,EURG_TCFG,EURC_MMBO,HL10_MMBOE,HL20_MMBOE,HL50_MMBOE,PRV_USGS_C,PRV_USGS_N,BSN_TELL_C,BSN_TELL_N,BSN_BALLY,RSVR_NAME,RSVR_LITH1,RSVR_LITH2,ERA,SYSTEM,SERIES,STAGE,AGE_CODE,RSVR_DEPFT,RSVR_DEPKM,TRAP_CLASS,TRAP_TYPE,TRAP_DESC,REFERENCES,COMMENTS
giant_oil_and_gas_fields_of_the_world_co_yxz.872,POINT (33.12781 28.60297),870,Belayim Marine,,F,AFRICA,Egypt,,28.60297,33.12781,A,Offshore,1961,Oil,Giant,877.653,241.999,803.82,0.443,-99999.99,44.583,197.809,483.607,2071,Red Sea Basin,BS000000288,GULF OF SUEZ,TYPE 1,,SANDSTONE,,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,7050,2.15,Structural,Fault Block,Tilted fault block,"1, 2, 3, 270, 893",
giant_oil_and_gas_fields_of_the_world_co_yxz.873,POINT (1.8287 61.20421),871,Statfjord,,C,WESTERN EUROPE,Norway,,61.20421,1.8287,B,Offshore,1974,Oil,Supergiant,9429.907,3578.646,9000,1.969,102,1179.259,3334.712,6221.968,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,MZ_JR_M,7743,2.36,Structural,Fault Block,Tilted fault block,"2, 3, 38, 513, 517",
giant_oil_and_gas_fields_of_the_world_co_yxz.874,POINT (7.30959 65.33677),872,Heidrun,,C,WESTERN EUROPE,Norway,,65.33677,7.30959,B,Offshore,1985,Oil,Giant,1271.668,722.935,1155.898,0.695,-99999.99,419.593,730.468,1018.743,4017,Vestford-Helgeland,BS000000803,VORING,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,MZ_JR_L,6824,2.08,Structural,Fault Block,Tilted fault block,"3, 38, 498, 499, 500, 513, 996, 1117",
giant_oil_and_gas_fields_of_the_world_co_yxz.875,POINT (2.27324 61.54701),873,Snorre,,C,WESTERN EUROPE,Norway,,61.54701,2.27324,B,Offshore,1979,Oil,Giant,1997.462,868.58,1900,0.321,44,353.235,839.984,1412.523,4025,North Sea Graben,BS000000850,NORTHERN NORTH SEA,TYPE 1,,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,MZ_TR_U,7792,2.38,Structural,Fault Block,Tilted fault block,"3, 38, 513, 519, 915",
giant_oil_and_gas_fields_of_the_world_co_yxz.876,POINT (33.3 28.283333),874,Ramadan,,F,AFRICA,Egypt,,28.283333,33.3,B,Offshore,1974,Oil,Giant,500,189.75,500,-99999.99,-99999.99,62.528,176.816,329.906,2071,Red Sea Basin,BS000000288,GULF OF SUEZ,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,12050,3.67,Structural,Fault Block,Tilted fault block system,"3, 38, 55, 278, 893",
giant_oil_and_gas_fields_of_the_world_co_yxz.877,POINT (-3.633333 53.866667),875,Morecambe,,C,WESTERN EUROPE,United Kingdom,,53.866667,-3.633333,B,Offshore,1974,Gas,Giant,833.333,316.25,-99999.99,5,-99999.99,104.213,294.693,549.844,4030,Irish Sea,BS000000491,EAST IRISH SEA,TYPE 1,,SANDSTONE,,Mesozoic,Triassic,Middle Triassic,,MZ_TR_M,3100,0.94,Structural,Fault Block,Tilted fault blocks,"2, 17, 38, 903, 904, 932",
giant_oil_and_gas_fields_of_the_world_co_yxz.878,POINT (48.5 24),876,Wadayhi,,E,MIDDLE EAST,Saudi Arabia,,24,48.5,B,Onshore,1998,Gas,Giant,850,677.82,-99999.99,3,350,560.84,690.445,782.173,2023,Widyan Basin-Int. Platform,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Paleozoic,Permian,Lopingian,,PZ_PR_LOP,13629,4.15,Structural,Fault Block,Tilted updip fault block,"3, 38, 875",
giant_oil_and_gas_fields_of_the_world_co_yxz.879,POINT (47 23.9),877,Dilam,,E,MIDDLE EAST,Saudi Arabia,,23.9,47,B,Onshore,1989,Gas,Giant,1383.333,811.827,400,5,150,489.19,822.626,1123.665,2020,Interior Homocline-Central Arch,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Paleozoic,Ordovician,Upper Ordovician,,PZ_OR_U,7907,2.41,Structural,Fault Block,Tilted updip fault block,"3, 97, 78 5",
giant_oil_and_gas_fields_of_the_world_co_yxz.880,POINT (46.496464 22.544566),878,Hawtah,,E,MIDDLE EAST,Saudi Arabia,,22.544566,46.496464,B,Onshore,1989,Oil,Giant,1969.05,1155.563,1969.05,-99999.99,-99999.99,696.318,1170.933,1599.436,2020,Interior Homocline-Central Arch,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Paleozoic,Permian,Lopingian,,PZ_PR_LOP,6234,1.9,Structural,Fault Block,Tilted updip fault block,"3, 794, 800",
giant_oil_and_gas_fields_of_the_world_co_yxz.881,POINT (47.07 23.65633),879,Raghib,,E,MIDDLE EAST,Saudi Arabia,,23.65633,47.07,B,Onshore,1990,Oil,Giant,603.333,365.674,500,0.5,20,228.668,371.433,496.92,2020,Interior Homocline-Central Arch,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Paleozoic,Permian,Lopingian,,PZ_PR_LOP,8022,2.45,Structural,Fault Block,Tilted updip fault block,"3, 543, 875",
giant_oil_and_gas_fields_of_the_world_co_yxz.882,POINT (-147.85141 70.36609),880,Endicott,,A,NORTH AMERICA,United States,USA - Alaska,70.36609,-147.85141,B,Offshore,1978,Oil,Giant,577,244,577,-99999.99,-99999.99,95.206,234.38,402.414,5081,Beaufort Shelf OCS,BS000000343,NORTH SLOPE,TYPE 2,Kekiktuk,SANDSTONE,fine- to coarse-grained quartz sandstone,Paleozoic,Carboniferous,Mississippian,,PZ_CB_MS,10000,3.05,Combination,,"Truncated, faulted anticlinal nose with dip down to the south and west and fault trapped to the north and northwest.","1035, 1037",
giant_oil_and_gas_fields_of_the_world_co_yxz.883,POINT (30.616667 32.05),881,Scarab-Saffron,,F,AFRICA,Egypt,,32.05,30.616667,B,Offshore,1998,Gas,Giant,666.667,531.623,-99999.99,4,-99999.99,439.875,541.526,613.469,2035,Nile Delta Basin,BS000000009,NILE DELTA,TYPE 1,,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,CZ_NG_PLI_PIAC,-99999.99,-99999.99,Stratigraphic,Gravity Flow,Turbidite Channel,"3, 4, 280, 269, 875, 892, 930",
giant_oil_and_gas_fields_of_the_world_co_yxz.884,POINT (9.183333 1.45),882,Ceiba,,F,AFRICA,Equatorial Guinea,,1.45,9.183333,B,Offshore,1999,Oil,Giant,500,413.522,500,-99999.99,-99999.99,353.579,420.464,466.523,7203,West-central Coastal,BS000000341,RIO MUNI,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,9700,2.96,Stratigraphic,Gravity Flow,Turbidite Channel,"4, 14, 875, 942",
giant_oil_and_gas_fields_of_the_world_co_yxz.885,POINT (-39.8333 -21.8333),883,Albacora East,,B,CENTRAL AND SOUTH AMERICA,Brazil,,-21.8333,-39.8333,B,Offshore,1993,Oil,Giant,818.333,547.809,700,0.71,-99999.99,381.828,558.983,702.615,6035,Campos Basin,BS000000042,CAMPOS,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,-99999.99,-99999.99,Stratigraphic,Gravity Flow,Turbidite channels,"4, 880, 886. 888",
giant_oil_and_gas_fields_of_the_world_co_yxz.886,POINT (70.200542 61.120717),884,Priob'ye,Priobskoe,D,EASTERN EUROPE AND FORMER USSR,Russia,,61.120717,70.200542,A,Onshore,1982,Oil,Supergiant,5747.457,2723.303,5473.83,1.642,-99999.99,1251.268,2681.717,4236.924,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,argillaceous sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,8202,2.5,Stratigraphic,Gravity Flow,Turbidite deepwater systems,"3, 38, 912, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.887,POINT (-0.966667 57.8),885,Buzzard,,C,WESTERN EUROPE,United Kingdom,,57.8,-0.966667,B,Offshore,2001,Oil,Giant,500,445.472,500,-99999.99,-99999.99,406.144,450.635,479.636,4025,North Sea Graben,BS000000617,MORAY FIRTH,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Upper Jurassic,,MZ_JR_U,7800,2.38,Stratigraphic,Gravity Flow,Turbidites,"5,19, 885, 989, 1067",
giant_oil_and_gas_fields_of_the_world_co_yxz.888,POINT (-39.71713 -21.94476),886,Roncador,,B,CENTRAL AND SOUTH AMERICA,Brazil,,-21.94476,-39.71713,B,Offshore,1996,Oil,Giant,3200,2375.857,3200,-99999.99,-99999.99,1838.134,2425.289,2864.148,6035,Campos Basin,BS000000042,CAMPOS,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,10827,3.3,Stratigraphic,Gravity Flow,Unconfined turbidite lobes,"3, 40, 186, 875, 4",
giant_oil_and_gas_fields_of_the_world_co_yxz.889,POINT (75.95 64.833333),887,Yubileynoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,,64.833333,75.95,B,Onshore,1969,Gas,Giant,2493.357,832.322,-99999.99,14.902,10,220.497,741.47,1534.999,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,calcareous quartzose sandstone,Mesozoic,Cretaceous,,,MZ_CT,3369,1.03,Stratigraphic,Unconformity,,"1, 2, 3, 38, 107, 467, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.890,POINT (130.485556 -9.266689),888,Abadi,,G,ASIA AND OCEANIA,Indonesia,,-9.266689,130.485556,B,Offshore,2000,Gas,Giant,768,659.084,-99999.99,4.5,18,582.069,668.603,726.581,3910,Bonaparte Gulf Basin,BS000000300,BONAPARTE,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,MZ_JR_M,12628,3.85,Combination,,"Unconformity, Structural",947,
giant_oil_and_gas_fields_of_the_world_co_yxz.891,POINT (-148.862736 70.3114),889,Prudhoe Bay,Prudhoe Pool and 10 other oil pools,A,NORTH AMERICA,United States,USA - Alaska,70.3114,-148.862736,A,Onshore,1967,Oil,Supergiant,19606.333,6229.984,15273,26,-99999.99,1509.461,5440.128,11740.362,5001,Northern Alaska,BS000000343,NORTH SLOPE,TYPE 2,,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,MZ_TR_U,8500,2.59,Combination,,Unconformity/ Faulted anticline / stratigraphic,"1, 2, 6, 389, 390, 391, 928, 1035, 1045, 1046, 1123",
giant_oil_and_gas_fields_of_the_world_co_yxz.892,POINT (118 -19),890,Julimar Southeast-1,,G,ASIA AND OCEANIA,Australia,,-19,118,C,Offshore,2008,Gas,Giant,500,500,-99999.99,3,-99999.99,500,500,500,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,Mungaroos,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,MZ_TR_U,-99999.99,-99999.99,Unknown,,,1160,
giant_oil_and_gas_fields_of_the_world_co_yxz.893,POINT (107.9 9.9),891,Hai Su Den,Block 15-2/01,G,ASIA AND OCEANIA,Vietnam,,9.9,107.9,C,Offshore,2008,Oil,Giant,666.667,667,500,1,-99999.99,667.667,666.667,666.667,3503,Mekong/Cuulong/Vung Tau Basin,BS000000112,CUU LONG,TYPE 1,,SANDSTONE,,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,11168,3.41,Unknown,,,1157,
giant_oil_and_gas_fields_of_the_world_co_yxz.894,POINT (4.530578 4.463418),892,"Bonga, Southwest",,F,AFRICA,Nigeria,,4.463418,4.530578,B,Offshore,2001,Oil,Giant,1333.333,1187.925,750,0.5,500,1083.051,1201.694,1279.03,7192,Niger Delta,BS000000094,NIGER DELTA,TYPE 1,,SANDSTONE,deepwater channel sandstones,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,-99999.99,-99999.99,Combination,,"Updip fault seals, and lateral stratigraphic edges","5, 40, 460, 900, 916, 919, 1193",
giant_oil_and_gas_fields_of_the_world_co_yxz.895,POINT (-63.145772 9.916233),893,Quiriquire,,B,CENTRAL AND SOUTH AMERICA,Venezuela,,9.916233,-63.145772,A,Onshore,1925,Gas,Giant,827.512,111.298,334.75,2.957,-99999.99,3.469,53.574,276.852,6098,East Venezuela Basin,BS000000330,MATURIN,TYPE 2,,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,CZ_NG_PLI_PIAC,1300,0.4,Stratigraphic,Pinch-out,Updip loss of porosity due to asphalt plugging in an alluvial fan,"1, 2, 3, 38, 591",
giant_oil_and_gas_fields_of_the_world_co_yxz.896,POINT (-96.7153 36.699364),894,Burbank,,A,NORTH AMERICA,United States,USA - Oklahoma,36.699364,-96.7153,A,Onshore,1920,Oil,Giant,546.694,67.347,546.694,-99999.99,-99999.99,1.62,29.764,170.656,5060,Cherokee Platform,BS000000371,ANADARKO - HUGOTON,TYPE 2,,SANDSTONE,,Paleozoic,Carboniferous,Mississippian,,PZ_CB_MS,2850,0.87,Stratigraphic,Pinch-out,Updip pinch-out of multistoried sands deposited in channels eroded into underlying marine shales,"1, 2, 6, 38, 329",
giant_oil_and_gas_fields_of_the_world_co_yxz.897,POINT (-146.05268 70.19897),895,Point Thomson,Flaxman Island,A,NORTH AMERICA,United States,USA - Alaska,70.19897,-146.05268,A,Onshore,1975,Gas,Giant,1628.333,1628.333,-99999.99,8,295,1628.333,1628.333,1628.333,5001,Northern Alaska,BS000000343,NORTH SLOPE,TYPE 2,,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,13120,4,Combination,,,"2, 388, 394, 441. 948",
giant_oil_and_gas_fields_of_the_world_co_yxz.898,POINT (82.426667 16.668333),896,Deen Dayal,,G,ASIA AND OCEANIA,India,,16.668333,82.426667,B,Offshore,2005,Gas,Giant,3333.333,1666.667,-99999.99,20,-99999.99,1666.667,1666.667,1666.667,8045,Krishna-Godavari,BS000000154,KRISHNA - GODAVARI,TYPE 2,,SANDSTONE,"sandstone, turbidite",Cenozoic,Neogene,Miocene,Tortonian,CZ_NG_MIO_TORT,-99999.99,-99999.99,Unknown,,,"1083, 1084",
giant_oil_and_gas_fields_of_the_world_co_yxz.899,POINT (41.047382 -10.975864),897,Lagosta 1,,F,AFRICA,Mozambique,,-10.975864,41.047382,B,Offshore,2010,Gas,Giant,500,500,-99999.99,3,-99999.99,500,500,500,7273,Tanzania Coastal,BS000000106,ROVUMA,,,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,-99999.99,-99999.99,Unknown,,,"1195, 1196",
giant_oil_and_gas_fields_of_the_world_co_yxz.900,POINT (40.928995 -10.78063),898,Windjammer,"Windjammer, Barquentine, Lagosta and Camarao complex",F,AFRICA,Mozambique,,-10.78063,40.928995,B,Offshore,2009,Gas,Giant,1666.67,1666.67,-99999.99,10,-99999.99,1666.67,1666.67,1666.67,7273,Tanzania Coastal,BS000000106,ROVUMA,,,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,-99999.99,-99999.99,Unknown,,,"1195, 1196, 1205",
giant_oil_and_gas_fields_of_the_world_co_yxz.901,POINT (83.8 42),899,Dina,"Kuche Depression, northwest Shaanxi province",G,ASIA AND OCEANIA,China,,42,83.8,B,Onshore,2001,Gas,Giant,1033.333,1000,-99999.99,5,200,839.365,931.313,991.248,3154,Tarim Basin,BS000000078,TARIM,TYPE 2,,SANDSTONE,,Cenozoic,Paleogene,Eocene,,CZ_PG_EOC,-99999.99,-99999.99,Unknown,,,"1077, 1078, 1079, 1080, 1140",
giant_oil_and_gas_fields_of_the_world_co_yxz.902,POINT (-39.912778 -18.799111),900,Fazenda Cedro,,B,CENTRAL AND SOUTH AMERICA,Brazil,,-18.799111,-39.912778,B,Onshore,1972,Gas,Giant,826.667,297.765,-99999.99,4.6,60,89.999,272.763,530.533,6034,Espirito Santo Basin,BS000000045,ESPIRITO SANTO,TYPE 1,,SANDSTONE,"sandstone, turbidite",Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,-99999.99,-99999.99,Unknown,,,971. 972,
giant_oil_and_gas_fields_of_the_world_co_yxz.903,POINT (-42.662822 -24.325672),901,1-RJS-587,,B,CENTRAL AND SOUTH AMERICA,Brazil,,-24.325672,-42.662822,B,Offshore,2003,Gas,Giant,686.667,660.396,-99999.99,4.12,-99999.99,640.692,663.281,677.215,6036,Santos Basin,BS000000061,SANTOS,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,-99999.99,-99999.99,Unknown,,,1061,
giant_oil_and_gas_fields_of_the_world_co_yxz.904,POINT (-109.7239 42.5859),902,Pinedale,,A,NORTH AMERICA,United States,USA - Wyoming,42.5859,-109.7239,A,Onshore,1955,Gas,Giant,4500,1085.47,-99999.99,27,-99999.99,150.827,823.845,2281.738,5037,Southwestern Wyoming,BS000000525,GREEN RIVER,TYPE 2,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,-99999.99,-99999.99,Unknown,,,"1095, 1096, 1121",
giant_oil_and_gas_fields_of_the_world_co_yxz.905,POINT (61.368825 35.924681),903,Bayrmalinskoye,,D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,,35.924681,61.368825,A,Onshore,1962,Gas,Giant,515,145.313,-99999.99,3.09,-99999.99,28.038,120.165,287.737,1154,Amu-Darya Basin,BS000000066,AMU-DAR'YA,TYPE 2,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,9100,2.77,Unknown,,,2,
giant_oil_and_gas_fields_of_the_world_co_yxz.906,POINT (74.877772 63.978714),904,Muravlenko,,D,EASTERN EUROPE AND FORMER USSR,Russia,,63.978714,74.877772,A,Onshore,1978,Gas,Giant,1743.643,737.347,816.81,5.561,-99999.99,287.704,708.275,1216.061,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,-99999.99,-99999.99,Unknown,,,"38, 107, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.907,POINT (115.134167 -19.883889),905,Pluto,,G,ASIA AND OCEANIA,Australia,,-19.883889,115.134167,B,Offshore,2005,Gas,Giant,500,500,-99999.99,3,-99999.99,500,500,500,3948,Northwest Shelf,BS000000303,NORTH CARNARVON,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Upper Jurassic,,MZ_JR_U,-99999.99,-99999.99,Unknown,,,"954, 994, 995",
giant_oil_and_gas_fields_of_the_world_co_yxz.908,POINT (81.376964 69.200183),906,Soleninskoye Yuzhno,,D,EASTERN EUROPE AND FORMER USSR,Russia,,69.200183,81.376964,A,Onshore,1984,Gas,Giant,583.333,293.232,-99999.99,3.5,-99999.99,145.876,291.71,442.11,1175,Yenisey-Khatanga Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,MZ_JR_M,-99999.99,-99999.99,Unknown,,,"1, 107, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.909,POINT (6.4 64.966667),907,Kristin,,C,WESTERN EUROPE,Norway,,64.966667,6.4,B,Offshore,1997,Gas,Giant,502.333,386.428,269,1.4,-99999.99,309.254,394.143,455.887,4017,Vestford-Helgeland,BS000000803,VORING,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Middle Jurassic,,MZ_JR_M,-99999.99,-99999.99,Unknown,,,"3, 4, 505, 875",
giant_oil_and_gas_fields_of_the_world_co_yxz.910,POINT (6.6 64.866667),908,Lavrans,,C,WESTERN EUROPE,Norway,,64.866667,6.6,B,Offshore,1995,Gas,Giant,619.167,443.896,190,2.575,-99999.99,331.847,453.287,546.555,4017,Vestford-Helgeland,BS000000803,VORING,TYPE 1,,SANDSTONE,,Mesozoic,Jurassic,Lower Jurassic,,MZ_JR_L,-99999.99,-99999.99,Unknown,,,"3, 4, 495, 875",
giant_oil_and_gas_fields_of_the_world_co_yxz.913,POINT (-63.698611 -19.834722),911,Incahuasi x-1 ST,,B,CENTRAL AND SOUTH AMERICA,Bolivia,,-19.834722,-63.698611,B,Onshore,2004,Gas,Giant,1303.667,1303.667,-99999.99,7,137,1303.667,1303.667,1303.667,6045,Santa Cruz-Tarija Basin,BS000000142,SANTA CRUZ,TYPE 3,,SANDSTONE,,Paleozoic,Devonian,Middle Devonian,,PZ_DV_M,-99999.99,-99999.99,Unknown,,,1076,
giant_oil_and_gas_fields_of_the_world_co_yxz.914,POINT (-90.8 28.3),912,South Timbalier Block 168,,A,NORTH AMERICA,United States,USA - Gulf of Mexico Deepwater,28.3,-90.8,C,Offshore,2008,Oil,Giant,1000,1000,1000,-99999.99,-99999.99,3000,3000,3000,5097,Gulf Cenozoic OCS,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,Rob-L,SANDSTONE,sand,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,30067,9.17,Combination,,,1165,
giant_oil_and_gas_fields_of_the_world_co_yxz.915,POINT (-92.945 26.67145),913,Kaskida,,A,NORTH AMERICA,United States,USA - Gulf of Mexico Deepwater,26.67145,-92.945,C,Offshore,2006,Oil,Giant,1500,1500,1500,-99999.99,-99999.99,1500,1500,1500,5097,Gulf Cenozoic OCS,BS000000271,WEST GULF COAST TERTIARY,TYPE 1,,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,-99999.99,-99999.99,Combination,,,1175,
giant_oil_and_gas_fields_of_the_world_co_yxz.916,POINT (-93.738146 26.05568),914,Tiber,Keathley Canyon Block 102,A,NORTH AMERICA,United States,USA - Gulf of Mexico Deepwater,26.05568,-93.738146,C,Offshore,2009,Oil,Giant,750,750,750,-99999.99,-99999.99,750,750,750,5097,Gulf Cenozoic OCS,BS000000271,WEST GULF COAST TERTIARY,TYPE 1,,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,35055,10.68,Combination,,,"1175, 1193",
giant_oil_and_gas_fields_of_the_world_co_yxz.917,POINT (-42.34115 -24.41058),915,1-RJS-539,,B,CENTRAL AND SOUTH AMERICA,Brazil,,-24.41058,-42.34115,B,Offshore,1999,Oil,Giant,650,537.579,650,-99999.99,-99999.99,459.653,546.603,606.48,6036,Santos Basin,BS000000061,SANTOS,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,12570,3.83,Unknown,,,"4, 38, 12, 875",
giant_oil_and_gas_fields_of_the_world_co_yxz.918,POINT (74.963733 61.204378),916,Lokosovo,,D,EASTERN EUROPE AND FORMER USSR,Russia,,61.204378,74.963733,A,Onshore,1963,Oil,Giant,589.823,170.344,565.99,0.143,-99999.99,34.416,142.476,334.141,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,-99999.99,-99999.99,Unknown,,,"38, 107, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.919,POINT (75.139375 60.875567),917,Pokachev,,D,EASTERN EUROPE AND FORMER USSR,Russia,,60.875567,75.139375,A,Onshore,1970,Oil,Giant,800,273.832,800,-99999.99,-99999.99,75.824,246.29,499.382,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,-99999.99,-99999.99,Unknown,,,"2, 38, 759, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.920,POINT (76.850833 58.898611),918,Yuzhno Cheremshankskoye,Sorgut,D,EASTERN EUROPE AND FORMER USSR,Russia,,58.898611,76.850833,A,Onshore,1986,Oil,Giant,1440,769.159,1440,-99999.99,-99999.99,413.641,771.779,1122.056,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,-99999.99,-99999.99,Unknown,,,"1, 2, 467, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.921,POINT (74 62.5),919,Kholmogor,,D,EASTERN EUROPE AND FORMER USSR,Russia,,62.5,74,A,Onshore,1973,Oil,Giant,500,184.833,500,-99999.99,-99999.99,58.341,170.794,325.365,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,-99999.99,-99999.99,Unknown,,,"2, 38, 119, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.922,POINT (8.066667 66),920,Norne,,C,WESTERN EUROPE,Norway,,66,8.066667,B,Offshore,1991,Oil,Giant,663.835,415.708,568.516,0.524,8,269.653,423.09,554.382,4017,Vestford-Helgeland,BS000000803,VORING,TYPE 1,,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,MZ_TR_U,-99999.99,-99999.99,Unknown,,,"3, 4, 25, 503, 513, 875",
giant_oil_and_gas_fields_of_the_world_co_yxz.923,POINT (7.65 65.733333),921,Skarv-Idun,,C,WESTERN EUROPE,Norway,,65.733333,7.65,B,Offshore,1998,Oil,Giant,516.667,412.008,350,1,-99999.99,340.903,419.682,475.439,4017,Vestford-Helgeland,BS000000803,VORING,TYPE 1,,SANDSTONE,,Mesozoic,Triassic,Upper Triassic,,MZ_TR_U,-99999.99,-99999.99,Unknown,,,"3, 4, 504, 875",
giant_oil_and_gas_fields_of_the_world_co_yxz.924,POINT (47.608319 23.784222),922,Abu Shaddad,,E,MIDDLE EAST,Saudi Arabia,,23.784222,47.608319,A,Onshore,1996,Oil,Giant,616.667,457.847,450,1,-99999.99,354.224,467.373,551.945,2020,Interior Homocline-Central Arch,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,SANDSTONE,,Paleozoic,Permian,Lopingian,,PZ_PR_LOP,-99999.99,-99999.99,Unknown,,,"3, 4, 788, 875",
giant_oil_and_gas_fields_of_the_world_co_yxz.925,POINT (54.218319 55.559325),923,Mancharovo,,D,EASTERN EUROPE AND FORMER USSR,Russia,,55.559325,54.218319,A,Onshore,1939,Oil,Giant,500,87.071,500,-99999.99,-99999.99,5.53,52.581,203.102,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 2,,SANDSTONE,quartzose sandstone,Paleozoic,Carboniferous,Mississippian,,PZ_CB_MS,-99999.99,-99999.99,Unknown,,,38,
giant_oil_and_gas_fields_of_the_world_co_yxz.926,POINT (53.237828 54.375886),924,Bavly,,D,EASTERN EUROPE AND FORMER USSR,Russia,,54.375886,53.237828,A,Onshore,1939,Oil,Giant,500,87.071,500,-99999.99,-99999.99,5.53,52.581,203.102,1015,Volga-Ural Region,BS000000801,VOLGA - URALS,TYPE 2,,SANDSTONE,,Neo-Proterozoic,Ediacaran,,,PC_P_NP_ED,-99999.99,-99999.99,Unknown,,,"38, 124",
